"Site","Tag","Array","Genotype","NurseyGroup","FragID","T0_Method","T0_TLE","T0_NumBranch","T0_SA","T0_V","T0_Vcx","T0_SAcx","T3_Status","T3_TLE","T3_NumBranch","T3_SA","T3_V","T3_Vcx","T3_SAcx","T6_Status","T6_TLE","T6_NumBranch","T6_SA","T6_V","T6_Vcx","T6_SAcx","T9_Status","T9_TLE","T9_NumBranch","T9_SA","T9_V","T9_Vcx","T9_SAcx","T12_Status","T12_TLE","T12_NumBranch","T12_SA","T12_V","T12_Vcx","T12_SAcx","T3_Break","T6_Break","T9_Break","T12_Break","T12_Dead","T12_TOD","SevereBreak","CulumativeBreaks","X","T0_FieldTLE","T6_FieldTLE","T0_Vinter","T3_Vinter","T6_Vinter","T9_Vinter","T12_Vinter"
"EDR","6","1","44","8","29","3D",4.849,NA,23.887,5.63,12.494,33.032,"A",9.4,5,29.60976,9.707298,20.496386,43.77586,"A",1.253,1,15.245,4.499,7.367,27.599,"A",2.764,4,16.442,4.571,7.927,26.833,"A",12.385,7,42.336,9.025,32.581,55.85,0,1,0,0,0,13,"",1,"",5.5,1.3,6.864,NA,2.868,3.356,23.556
"EDR","7","1","62","10","30","3D",9.5,NA,34.036,7.962,16.639,37.299,"A",19.9,9,57.97446,18.078738,58.759961,84.45706,"A",0.558,1,9.552,1.778,3.49,18.29,"A",1.147,1,10.718,2.701,4.525,18.717,"A",4.816,5,19.851,6.281,11.937,34.367,0,1,0,0,0,13,"b",1,"",9.6,1.1,8.677,NA,1.712,1.824,5.656
"EDR","8","1","13","4","28","3D",7.43,NA,20.402,4.846,9.523,29.529,"M",NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"",0,"",6.9,NA,4.677,NA,NA,NA,NA
"EDR","9","1","50","9","29","3D",10.431,NA,46.316,7.233,27.208,52.089,"A",28.1,12,80.12594,24.616434,94.223567,116.22714,"A",55.821,14,200.982,54.715,450.662,316.439,"A",73.417,32,295.249,96.294,690.875,415.572,"A",158.28,40,622.062,209.164,1774.978,766.994,0,0,0,0,0,13,"",0,"",11,56.3,19.975,NA,395.947,594.581,1565.814
"EDR","10","1","36","6","27","3D",5.683,NA,25.804,6.918,10.071,28.828,"A",8.9,3,28.25906,9.308658,18.874511,41.83866,"A",10.284,4,53.147,15.766,50.933,80.744,"A",12.91,10,63.873,20.814,60.362,85.853,"A",34.012,10,146.759,40.762,174.922,165.507,0,0,0,0,0,13,"",0,"",5.5,10,3.153,NA,35.167,39.548,134.16
"EDR","11","2","31","5","29","3D",13.117,NA,35.282,9.747,25.412,50.996,"A",24.6,11,70.67104,21.825954,78.487882,102.66674,"A",40.079,12,132.264,33.503,218.378,192.296,"A",60.94,27,182.229,42.642,340.304,258.856,"A",5.911,6,44.9,8.999,32.546,61.352,0,0,0,1,0,13,"",1,"",12.9,32.9,15.665,NA,184.875,297.662,23.547
"EDR","12","2","1","1","27","hand",11.1,NA,40.78623,10.515015,25.72582,51.01914,"A",25.2,13,72.29188,22.304322,81.122092,104.99138,"M",NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"",11.1,NA,15.210805,NA,NA,NA,NA
"EDR","13","2","62","10","28","3D",9.96,NA,35.466,8.25,16.87,39.21,"A",18.7,9,54.73278,17.122002,53.980757,79.80778,"A",0.464,1,9.71,0.34,2.894,18.429,"D",NA,NA,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,0,1,NA,NA,1,9,"",1,"",9.5,1,8.62,NA,2.554,NA,NA
"EDR","14","2","50","9","28","hand",6.7,NA,26.73131,6.426315,13.14534,33.36018,"A",15.7,7,46.62858,14.730162,42.491387,68.18458,"A",21.187,10,83.957,22.95,106.744,128.735,"A",0.954,1,20.651,6.681,9.441,39.306,"A",14.406,12,54.817,25.96,53.842,81.043,0,1,1,0,0,13,"b",2,"",6.7,22.1,6.719025,NA,83.794,2.76,27.882
"EDR","15","2","41","7","30","3D",9.019,NA,30.765,5.21,16.913,40.484,"A",14.8,5,44.19732,14.01261,39.17234,64.69762,"A",1.705,1,12.047,3.737,5.367,18.68,"A",3.143,3,13.66,4.142,6.192,20.662,"A",7.627,10,30.165,5.74,14.55,34.339,0,1,0,0,0,13,"b",1,"",10.6,2,11.703,NA,1.63,2.05,8.81
"EDR","16","2","13","4","29","3D",6.592,NA,17.052,3.544,6.645,23.679,"D",0,NA,4.2166,2.212866,-6.94964,7.3565,"D",NA,NA,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,3,"",1,"",7.4,NA,3.101,NA,NA,NA,NA
"EDR","17","2","3","2","28","3D",7.499,NA,30.306,7.189,13.708,35.559,"M",NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"",8.7,NA,6.519,NA,NA,NA,NA
"EDR","18","2","7","3","29","3D",11.02,NA,37.324,8.967,18.574,43.625,"A",23.1,9,66.61894,20.630034,72.017017,96.85514,"A",17.567,7,64.733,16.864,64.744,88.433,"A",21.914,13,81.426,25.551,82.036,101.893,"A",49.535,14,209.866,44.678,308.167,240.369,0,0,0,0,0,13,"b",0,"",11.9,19.4,9.607,NA,47.88,56.485,263.489
"EDR","19","2","36","6","28","3D",6.32,NA,20.433,4.399,8.192,25.624,"A",8.4,3,26.90836,8.910018,17.270836,39.90146,"A",2.959,1,29.401,8.723,19.851,45.832,"A",5.055,4,32.579,11.579,25.23,50.49,"A",6.011,7,76.812,25.032,56.489,81.399,0,1,0,0,0,13,"b",1,"",7.1,2.3,3.793,NA,11.128,13.651,31.457
"EDR","20","2","44","8","28","3D",7.633,NA,33.542,7.821,21.461,50.286,"A",7.8,3,25.28752,8.43165,15.37045,37.57682,"A",12.474,6,51.531,14.85,47.134,75.012,"A",23.443,10,78.503,21.794,83.852,103.569,"A",55.535,16,230.382,52.102,410.72,290.136,1,0,0,0,0,13,"",1,"",8.4,11.9,13.64,NA,32.284,62.058,358.618
"EDR","21","3","36","6","29","3D",9.55,NA,35.168,9.047,18.397,45.879,"A",5.9,3,20.963,6.4,12.914,31.394,"A",12.313,7,43.505,13.381,38.559,65.291,"A",14.771,10,64.058,20.667,64.047,89.601,"A",32.243,15,136.874,36.263,177.75,176.052,1,0,0,0,0,13,"",1,"",9.6,13.9,9.35,6.514,25.178,43.38,141.487
"EDR","22","3","44","8","30","3D",9.208,NA,36.117,7.583,26.568,54.816,"M",NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"",10.2,NA,18.985,NA,NA,NA,NA
"EDR","23","3","31","5","30","3D",12.011,NA,35.74,9.554,25.215,51.595,"A",19.284,13,51.058,16.522,46.405,74.691,"A",44.729,14,130.446,36.538,219.84,196.362,"A",69.425,24,212.353,55.853,434.048,301.24,"A",125.356,29,268.198,48.487,561.32,354.041,0,0,0,0,0,13,"",0,"",10.7,45.6,15.661,29.883,183.302,378.195,512.833
"EDR","24","3","62","10","29","3D",5.4,NA,21.79,5.243,9.48,25.283,"D",9.046,5,27.89,10.024,18.836,39.856,"D",NA,NA,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,0,1,NA,NA,1,3,"",1,"",4.7,NA,4.237,8.812,NA,NA,NA
"EDR","25","3","13","4","30","3D",4.426,NA,12.438,2.371,4.444,16.893,"D",0,NA,4.2166,2.212866,-6.94964,7.3565,"D",NA,NA,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,3,"",1,"",5.4,NA,2.073,NA,NA,NA,NA
"EDR","26","3","3","2","29","3D",16.847,NA,56.023,11.915,40.088,67.59,"A",23.428,12,74.935,23.187,89.752,110.646,"A",37.773,12,136.155,39.925,210.753,191.287,"A",62.471,23,252.792,92.883,437.627,307.771,"A",107.193,30,487.266,120.061,1068.912,541.81,0,0,0,0,0,13,"",0,"",16.4,42.2,28.173,66.565,170.828,344.744,948.851
"EDR","27","3","50","9","24","3D",21.925,NA,69.814,16.726,47.958,74.728,"A",37.201,17,104.783,31.792,137.235,149.134,"A",51.138,15,163.868,48.808,270.862,232.317,"A",64.324,24,216.943,83.816,382.397,281.927,"A",114.061,37,526.127,149.129,1226.554,607.934,0,0,0,0,0,13,"",0,"",20.5,55,31.232,105.443,222.054,298.581,1077.425
"EDR","28","3","41","7","29","3D",8.917,NA,25.905,4.723,18.059,43.742,"A",12.5698,5,40.645,12.622,28.133,57.806,"A",21.275,6,81.189,27.475,88.57,115.209,"A",29.076,13,112.095,34.837,157.531,162.123,"A",43.42,18,141.236,33.406,333.252,277.301,0,0,0,0,0,13,"",0,"",11.8,22.8,13.336,15.511,61.095,122.694,299.846
"EDR","29","3","1","1","28","3D",12.456,NA,44.91,9.848,27.385,52.59,"A",21.9,12,58.614,17.465,62.779,89.037,"A",34.895,15,114.974,37.875,154.121,154.697,"A",51.122,20,199.775,69.424,295.446,238.557,"A",102.26,30,399.927,117.403,827.593,464.198,0,0,0,0,0,13,"",0,"",14.4,31.7,17.537,45.314,116.246,226.022,710.19
"EDR","30","3","7","3","30","3D",12.293,NA,45.365,10.374,27.258,52.344,"A",8.01,5,7.112,8.5990788,16.03260394,38.390444,"D",0,NA,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,6,"",1,"missing",12.1,NA,16.884,NA,NA,NA,NA
"Looe Key","1","1","36","6","2","3D",8.586,NA,37.191,9.004,20.38,45.305,"A",16.862,6,67.254,17.748,81.733,107.841,"A",21.097,7,88.973,26.836,133.924,149.709,"M",NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,"",0,"",10.3,NA,11.376,63.985,107.088,NA,NA
"Looe Key","2","1","3","2","3","3D",8.66,NA,38.515,9.06,20.434,45.263,"A",1.423,1,8.813,2.294,3.269,13.204,"A",1.562,1,8.847,2.065,3.324,13.228,"A",3.468,4,10.932,2.152,4.556,15.374,"A",9.144,5,26.07,5.485,16.998,36.008,1,0,0,0,0,13,"b",1,"",9.6,2.1,11.374,0.975,1.259,2.404,11.513
"Looe Key","3","1","62","10","3","hand",12.6,NA,45.57768,11.90889,30.01462,57.03924,"D",0,NA,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,3,"",1,"",12.6,NA,18.10573,NA,NA,NA,NA
"Looe Key","4","1","31","5","1","3D",7.818,NA,29.072,5.566,13.197,34,"A",19.824281,8,60.012074,13.410161,64.410355,93.323326,"A",11.304,8,43.192,9.627,35.669,61.122,"A",20.1106,12,62.79,14.774,65.231,89.04,"A",29.093,16,90.721,22.457,116.919,130.245,0,0,0,0,0,13,"",0,"",9.3,11.2,7.631,51.000194,26.042,50.457,94.462
"Looe Key","5","1","50","9","1","3D",8.547,NA,40.71,8.575,24.921,54.798,"A",14.712,7,49.26,10.907,42.957,74.12,"A",2.227,1,13.339,3.811,6.223,19.224,"A",6.907,6,18.695,4.935,9.888,25.583,"A",11.974,9,31.767,6.199,20.41,39.942,0,1,0,0,0,13,"",1,"",9.7,2.6,16.346,32.05,2.412,4.953,14.211
"Looe Key","6","1","13","4","1","3D",3.893,NA,14.537,4.348,6.134,19.143,"D",0,NA,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,3,"",0,"",5.1,NA,1.786,NA,NA,NA,NA
"Looe Key","7","1","44","8","2","3D",5.245,NA,27.696,6.101,10.891,30.257,"D",0,NA,NA,NA,NA,NA,"D",0.438,1,2.659,0.443,0.607,5.699,"D",NA,NA,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,3,"",1,"",6.1,NA,4.79,NA,0.164,NA,NA
"Looe Key","8","1","1","1","3","3D",7.276,NA,37.988,11.971,22.017,46.816,"A",17.499852,10,51.301624,12.47811,43.875984,73.275459,"A",2.095,1,19.122,5.475,10.659,29.384,"A",6.1,6,NA,NA,NA,NA,"A",7.924,8,22.894,5.377,9.182,23.928,0,1,0,0,0,13,"b",1,"",6.7,2.2,10.046,31.397874,5.184,NA,3.805
"Looe Key","9","1","7","3","2","3D",8.106,NA,27.389,8.522,16.31,37.716,"A",18.06,9,59.858,15.901,54.981,80.149,"A",0.532,1,4.106,0.802,1.075,6.389,"A",1.026,1,5.892,1.325,2.021,9.278,"A",4.878,5,11.444,2.969,4.866,16.103,0,1,0,0,0,13,"b",1,"",6.9,1.3,7.788,39.08,0.273,0.696,1.897
"Looe Key","10","1","41","7","10","3D",7.844,NA,30.3855892,7.489377,16.4162648,37.9515096,"A",8.797,4,25.499,4.873,11.36,32.333,"A",0.491,1,4.133,0.56,0.98,7.614,"D",NA,NA,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,0,1,NA,NA,1,9,"",1,"",9.1,NA,8.9268878,6.487,0.42,NA,NA
"Looe Key","11","2","7","3","1","3D",11.296,NA,40.351,13.845,27.512,55.342,"A",21.992596,7,76.781639,17.438324,103.374893,126.063385,"A",21.559,7,91.812,25.234,147.681,155.293,"A",29.841,11,134.405,46.962,235.773,209.338,"A",0,0,4.123,0,0,4.123,0,0,0,1,0,13,"b",1,"",10.7,24.5,13.667,85.936569,122.447,188.811,0
"Looe Key","12","2","1","1","1","3D",8.359,NA,34.854,10.422,23.343,48.866,"A",13.19,8,49.634,13.71,38.757,66.323,"A",19.484,9,67.379,18.801,71.88,95.768,"A",19.497,9,69.537,21.521,63.441,85.919,"A",24.851,14,93.06,22.87,75.55,96.528,0,0,0,0,0,13,"",0,"partial mortality",6.4,20.1,12.921,25.047,53.079,41.92,52.68
"Looe Key","13","2","41","7","3","3D",4.481,NA,16.077,3.265,5.953,19.951,"A",7.489,4,29.371,7.429,18.9,41.926,"A",11.418,5,40.104,10.809,39.369,68.1,"A",18.497,11,61.908,17.498,70.27,96.303,"A",27.693,16,75.169,20.01,88.227,109.742,0,0,0,0,0,13,"",0,"",6.4,11.7,2.688,11.471,28.56,52.772,68.217
"Looe Key","14","2","13","4","3","3D",6.102,NA,23.174,4.996,10.162,28.44,"A",1.5,1,NA,NA,NA,NA,"A",1.696,1,9.875,3.232,4.106,15.071,"A",2.159,1,15.063,5.314,8.042,23.675,"A",3.089,4,6.023,0.912,2.147,9.123,0,1,0,0,0,13,"b",1,"",7.8,1.8,5.166,NA,0.874,2.728,1.235
"Looe Key","15","2","31","5","2","3D",3.597,NA,13.672,2.338,4.874,17.219,"A",2.2,1,NA,NA,NA,NA,"A",3.794,2,19.704,5.53,12.313,31.771,"A",10.279,7,36.622,10.59,29.879,55.332,"A",18.583,12,56.486,17.067,51.34,75.097,0,1,0,0,0,13,"",1,"",4.4,4,2.536,NA,6.783,19.289,34.273
"Looe Key","16","2","3","2","2","3D",13.395,NA,48.462,11.756,37.445,64.814,"A",21.549163,11,76.190437,19.764742,89.674904,114.258774,"A",26.617,12,94.974,28.33,148.006,155.217,"A",47.002,22,169.3,56.51,323.552,250.553,"A",56.254,22,227.458,80.22,394.448,281.018,0,1,0,0,0,13,"",1,"",13.4,27,25.689,69.910162,119.676,267.042,314.228
"Looe Key","17","2","36","6","4","3D",7.55,NA,29.446465,7.2161775,15.57566,36.77157,"A",10.46265,4,46.630375,11.091997,42.406616,72.074417,"A",1.869,1,25.59,7.454,16.039,44.471,"A",8.304,6,44.225,19.246,38.434,70.093,"A",14.05,11,86.229,39.444,68.999,91.854,0,1,0,0,0,13,"b",1,"",10.2,2.8,8.3594825,31.314619,8.585,19.188,29.555
"Looe Key","18","2","62","10","2","hand",9.1,NA,34.39763,8.656515,20.00742,42.99234,"D",0,NA,NA,NA,NA,NA,"D",0.303,1,3.791,0.586,0.776,7.435,"D",NA,NA,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,3,"",1,"",9.1,NA,11.350905,NA,0.19,NA,NA
"Looe Key","19","2","44","8","4","3D",7.68,NA,32.809,6.836,14.51,37.231,"A",5.315,3,23.645,5.917,12.871,30.632,"A",9.038,6,36.278,12.951,29.823,54.599,"A",15.936,12,56.581,15.916,48.856,73.658,"A",26.26,15,91.045,37.788,99.793,113.47,1,0,0,0,0,13,"",1,"",8.8,8.1,7.674,6.954,16.872,32.94,62.005
"Looe Key","20","2","50","9","2","3D",13.52,NA,67.59,17.599,50.891,79.052,"A",22.18736,6,87.50528,22.756418,114.296387,132.5271,"A",42.731,10,170.894,50.069,360.22,292.25,"A",58.715,15,217.319,65.243,460.369,356.53,"A",74.48,24,296.57,102.497,626.445,427.274,0,0,0,0,0,13,"",0,"",13.8,45.8,33.292,91.539969,310.151,395.126,523.948
"Looe Key","21","3","50","9","3","3D",14.667,NA,65.727,18.784,54.713,84.212,"A",20.762678,8,82.647797,24.443645,85.862724,110.920998,"A",31.492,13,115.045,27.988,152.931,161.474,"M",NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,"",0,"",14.7,NA,35.929,61.419079,124.943,NA,NA
"Looe Key","22","3","44","8","3","3D",4.069,NA,22.917,5.686,9.277,26.232,"A",1.029,1,9.894,3.576,4.75,16.348,"A",1.199,1,11.972,3.966,4.983,17.586,"A",1.268,1,13.063,4.363,6.099,19.24,"A",6.249,7,15.734,4.844,7.681,21.753,1,0,0,0,0,13,"b",1,"",5.4,1.6,3.591,1.174,1.017,1.736,2.837
"Looe Key","23","3","1","1","2","3D",12.406,NA,48.788,15.878,33.198,58.556,"A",12.78,6,42.441,11.801,29.334,53.2,"A",16.797,10,55.081,15.246,45.991,70.845,"M",NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,"",0,"",10,NA,17.32,17.533,30.745,NA,NA
"Looe Key","24","3","62","10","1","hand",6.3,NA,25.45359,6.054615,12.00166,31.75482,"A",10.1,5,NA,NA,NA,NA,"A",12.926,7,43.068,11.493,31.439,58.97,"M",NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"",6.3,NA,5.947045,NA,19.946,NA,NA
"Looe Key","25","3","13","4","2","3D",3.647,NA,14.827,3.66,5.91,19.358,"A",4.343331,2,20.169464,4.259604,9.409608,26.097605,"A",10.596,7,51.635,7.904,29.535,54.474,"M",NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,"",0,"",4.2,NA,2.25,5.150004,21.631,NA,NA
"Looe Key","26","3","31","5","3","3D",5.063,NA,23.691,5.13,10.485,29.259,"A",9.62919,6,40.511425,10.957216,30.206099,56.419472,"A",20.236,12,77.253,18.776,82.078,105.292,"A",36.702,20,112.786,29.389,135.336,140.444,"A",55.225,24,137.838,30.221,149.112,148.572,0,0,0,0,0,13,"",0,"",6.1,20.2,5.355,19.248883,63.302,105.947,118.891
"Looe Key","27","3","41","7","2","3D",9.952,NA,34.461,7.828,18.803,43.982,"D",0,NA,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,3,"",1,"",11.9,NA,10.975,NA,NA,NA,NA
"Looe Key","28","3","36","6","3","3D",6.932,NA,26.616,5.895,12.08,33.227,"A",0.54758,1,6.724902,0.883497,1.697622,12.260169,"A",0.495,1,7.27,1.299,2.063,12.157,"A",0.744,1,7.791,2.205,2.917,14.188,"A",0,0,2.807,0,0,2.807,1,0,0,1,0,13,"b",2,"",8.5,0.7,6.185,0.814125,0.764,0.712,0
"Looe Key","29","3","7","3","3","3D",8.22,NA,28.178,8.829,20.65,45.365,"A",9.149,4,38.417,10.311,29.486,54.888,"A",19.397,11,70.104,21.439,79.73,101.898,"A",29.762,15,98.188,26.96,124.111,130.879,"A",46.125,22,163.882,59.734,229.903,197.337,1,0,0,0,0,13,"",1,"",8.8,19.2,11.821,19.175,58.291,97.151,170.169
"Looe Key","30","3","3","2","1","3D",8.209,NA,35.154,8.608,20.387,46.495,"A",13.33972,5,55.045,13.664,53.204,82.986,"A",4.605,3,27.699,8.23,21.102,45.051,"A",4.5486,4,27.112,7.572,19.641,42.871,"A",14.427,12,50.556,16.243,46.013,71.358,0,1,0,0,0,13,"",1,"",8.9,3.6,11.779,39.54,12.872,12.069,29.77
"Marker 32","1","1","50","9","25","3D",5.76,NA,28.913,6.987,11.708,30.51,"A",15.475916,9,55.966225,12.594481,54.127888,81.504425,"A",34.227,12,124.509,28.172,212.69,192.248,"A",61.022,27,215.345,60.012,379.738,273.258,"A",139.295,42,513.038,146.201,1236.274,592.41,0,0,0,0,0,13,"",0,"",6.6,34.4,4.721,41.533407,184.518,319.726,1090.073
"Marker 32","2","1","44","8","26","3D",8.093,NA,33.425,8.163,19.186,44.333,"A",11.374,6,43.734,11.518,32.573,61.321,"A",20.768,8,74.506,21.463,103.298,125.053,"A",32.339,20,106.123,32.8,155.04,156.658,"A",69.825,23,272.908,83.884,535.008,346.65,0,0,0,0,0,13,"",0,"",10,22.5,11.023,21.055,81.835,122.24,451.124
"Marker 32","3","1","36","6","24","3D",6.455,NA,32.361,9.641,16.325,39.818,"A",27.783877,11,78.810547,14.468032,83.025627,110.714012,"A",16.2287,7,63.197,14.174,59.21,90.748,"A",26.343,12,121.181,51.467,178.784,179.083,"A",48.134,20,187.898,77.68,353.985,278.319,0,0,0,0,0,13,"",0,"",6.3,21,6.684,68.557595,45.036,127.317,276.305
"Marker 32","4","1","1","1","24","hand",8,NA,30.8839,7.63434,16.8623,38.5776,"A",7.398,4,40.749,9.497,27.167,52.199,"A",21.56,11,83.819,23.243,126.316,137.484,"A",25.6342,15,105.146,31.304,151.813,153.092,"A",68.658,25,247.463,94.491,475.242,380.751,1,0,0,0,0,13,"",1,"",8,25.4,9.22796,17.67,103.073,120.509,380.751
"Marker 32","5","1","41","7","24","3D",4.482,NA,18.016,3.253,10.316,29.406,"A",6.661,3,24.717,4.857,12.321,32.968,"A",15.758,6,51.814,10.993,53.105,84.701,"A",24.727,10,70.409,14.892,106.428,127.084,"A",44.115,17,121.514,25.958,239.868,211.36,0,0,0,0,0,13,"",0,"",6.2,16.9,7.063,7.464,42.112,91.536,213.91
"Marker 32","6","1","3","2","24","3D",4.69,NA,20.433,3.632,7.33,23.591,"A",7.283,5,30.982,6.496,20.876,44.437,"A",17.436,9,67.543,17.338,80.071,103.312,"A",26.881,17,96.023,30.596,121.538,132.299,"A",54.287,27,191.445,69.366,309.933,240.775,0,0,0,0,0,13,"",0,"",6.1,20.9,3.698,14.38,62.733,90.942,240.567
"Marker 32","7","1","13","4","25","3D",4.268,NA,10.982,2.224,3.902,15.361,"A",4.141,2,18.763,3.828,10.283,27.385,"A",8.503,5,32.116,7.972,30.391,55.836,"A",8.5351,6,34.368,7.998,29.742,55.353,"A",19.452,9,60.983,12.797,77.119,99.369,1,0,0,0,0,13,"",1,"",6.2,11.5,1.678,6.455,22.419,21.744,64.322
"Marker 32","8","1","62","10","23","3D",9.83,NA,37.709,9.923,22.26,45.922122,"A",19.331436,9,75.41449,15.169227,76.340042,100.046272,"A",35.8,8,139.914,46.829,259.246,224.048,"A",56.27588702,20,175.53,47.633,344.67,269.674,"A",102.706,34,362.735,114.954,911.682,519.405,0,0,0,0,0,13,"",0,"",9.3,36.4,12.337,61.170815,212.417,297.037,796.728
"Marker 32","9","1","7","3","25","3D",4.763,NA,25.433,6.236,9.562,26.914,"A",6.456,3,34.398,8.551,20.906,43.563,"A",14.069,7,51.173,15.122,56.539,82.538,"A",20.5463,12,78.157,23.246,95.03,113.132,"A",43.034,19,150.454,56.503,224.062,191.815,0,0,0,0,0,13,"",0,"",5.9,17.1,3.326,12.355,41.417,71.784,167.559
"Marker 32","10","1","31","5","24","3D",11.717,NA,32.173,8.194,18.454,44.053,"A",25.745,10,78.572,14.653,81.213,107.785,"A",1.697,1,14.261,3.895,6.798,25.968,"A",9.912,7,32.234,6.801,20.091,45.211,"A",19.916,11,70.332,12.697,47.286,74.392,0,1,0,0,0,13,"",1,"",11,2.2,10.26,66.56,2.903,13.29,34.589
"Marker 32","11","2","31","5","26","3D",10.01,NA,30.585,7.632,20.057,44.845,"A",0.05,0,NA,NA,NA,NA,"A",0.57,1,3.992,0.955,1.177,7.895,"A",0.898,1,7.807,2.162,3.054,13.5887,"A",10.262,7,26.253,5.43,14.388,33.21,1,0,0,0,0,13,"b",1,"",9.7,1,12.425,NA,0.222,0.892,8.958
"Marker 32","12","2","36","6","25","3D",5.661,NA,23.075,5.607,10.721,29.528,"A",8.536,4,43.125,9.282,32.425,60.35,"A",10.114,3,58.596,17.3,75.276,104.528,"A",17.2277,7,113.463,67.643,160.561,161.904,"A",40.554,17,181.742,74.262,295.531,236.058,0,0,0,0,0,13,"",0,"",5.7,9.5,5.114,23.143,57.976,92.918,221.269
"Marker 32","13","2","3","2","26","3D",6.583,NA,28.745,5.727,12.302,34.411,"A",10.605,6,40.289,8.152,25.592,55.192,"A",10.511,9,30.354,8.453,22.629,45.045,"A",18.932,12,60.027,17.129,54.007,77.165,"A",34.509,24,87.331,18.709,85.558,104.665,0,1,0,0,0,13,"",1,"",7.6,10.8,6.575,17.44,14.176,36.878,66.849
"Marker 32","14","2","13","4","26","3D",5.426,NA,15.821,3.692,6.48,21.712,"D",1.2,1,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,3,"",1,"",6.5,NA,2.788,NA,NA,NA,NA
"Marker 32","15","2","44","8","27","3D",10.864,NA,32.577,8.13,13.664,36.963,"A",11.576826,6,55.364502,13.079731,40.32058,72.85878,"A",1.366,1,12.557,2.647,5.987,21.074,"A",8.147,6,30.529,11,21.518,44.578,"A",34.604,20,112.252,23.674,111.369,124.334,0,1,0,0,0,13,"b",1,"",8.2,3.3,5.534,27.240849,3.34,10.518,87.695
"Marker 32","16","2","62","10","27","3D",5.203,NA,21.872,4.687,7.46,23.247,"A",6.386,2,33.027,7.595,22.133,45.178,"A",10.742,5,51.407,16.128,54.804,82.342,"A",19.507,9,90.217,36.823,127.656,140.544,"A",31.969,15,141.164,56.113,196.646,178.344,0,0,0,0,0,13,"",0,"",7,12,2.773,14.538,38.676,90.833,140.533
"Marker 32","17","2","1","1","26","hand",14.8,NA,52.60514,13.95324,36.30486,65.86872,"A",23.922769,12,73.834167,15.911696,71.588585,94.912605,"A",27.837,12,85.619,22.077,103.051,124.266,"A",30.27,9,124.98,38.524,175.623,170.366,"A",43.293,18,141.21,37.108,216.247,193.985,0,0,0,0,0,13,"",0,"",14.8,28.1,22.35162,55.676889,80.974,137.099,179.139
